,Image,detected_class,detected_pix_len,gt_class,gt_pix_len,Whale,Flight,Total Altitude,Focal length (mm),Pixel size,Pixel Length,Total Length (m),Estimated % Error,Notes,detected_len,gt_len
0,DSC03331.JPG,1,622.7598631900325,1,657.9520612994761,Bm170814-50,18,74.5408,5,0.00039166699999999995,3845.8759999999997,22.46,0.74%,,21.306540255022348,22.51057415316195
1,DSC03206.JPG,1,624.3316361676284,1,645.8993713237033,Bm170814-40,18,74.3608,5,0.00039166699999999995,3838.4959999999996,22.36,0.74%,,21.30873490016098,22.044851931901928
2,DSC03182.JPG,1,502.24589159069546,1,506.70102985278544,Bm170814-51,17,87.2956,5,0.00039166699999999995,2969.25,20.3,0.74%,,20.12366217860995,20.302167764910223
3,DSC02689.JPG,1,658.0622354619402,1,676.9482217666599,Bm170813-44,14,72.01,5,0.00039166699999999995,3993.84,22.53,0.04%,,21.74993935094078,22.374149394572903
4,DSC03868.JPG,1,777.8213107536865,1,793.2747820778626,Bm170815-21,21,61.62,5,0.00039166699999999995,4671.276,22.55,0.04%,,21.998841094728007,22.43590608037757
5,DSC03795.JPG,1,603.1873512627516,1,615.1178489202099,Bm170815-43,20,75.83,5,0.00039166699999999995,3642.993,21.64,0.04%,,20.993824036736644,21.409062797906017
6,DSC03665.JPG,1,616.6830127922149,1,621.8246545905215,Bm170815-31,20,76.42,5,0.00039166699999999995,3698.421,22.14,0.04%,,21.630536420341244,21.810882672583627
7,DSC03996.JPG,1,534.3752312400617,1,550.4014732794964,Bm170815-28,22,83.6076,5,0.00039166699999999995,3215.155,21.06,0.74%,,20.506443598967504,21.121444462167002
8,DSC04110.JPG,1,531.2729868780352,1,537.1349501046476,Bm20170816-UnID1,23,86.8476,5,0.00039166699999999995,3139.429,21.36,0.74%,,21.17745787876201,21.411125846802204
9,DSC04067.JPG,1,555.3979700877663,1,565.3546900322009,Bm170816-51,23,87.9376,5,0.00039166699999999995,3328.717,22.93,0.74%,,22.416983268856534,22.818856585699606
10,DSC04331.JPG,1,537.2568576239005,1,538.907216316107,Bm20170816-UnID2,24,85.8976,5,0.00039166699999999995,3151.8720000000003,21.21,0.74%,,21.181722213617377,21.24678874348123
11,DSC04216.JPG,1,599.7238806896054,1,608.5835015473156,Bm170816-41,24,86.1176,5,0.00039166699999999995,3575.5640000000003,24.12,0.74%,,23.70508579542952,24.055277073965073
12,DSC04471.JPG,1,568.0437949495694,1,580.1249316559248,Bm170816-42,25,91.6076,5,0.00039166699999999995,3404.188,24.43,0.74%,,23.88424934321867,24.392218770945142
13,DSC04475.JPG,1,515.1912157167601,1,529.9678784077058,Bm170816-27,25,90.7876,5,0.00039166699999999995,3074.8740000000003,21.87,0.74%,,21.46808251632115,22.08382790228183
14,DSC04565.JPG,1,559.0356378632853,1,550.9899727202069,Bm170816-44,26,85.0376,5,0.00039166699999999995,3248.325,21.64,0.74%,,21.819699244189596,21.505669186441533
15,DSC04596.JPG,1,580.1816924095419,1,584.2892622212964,Bm170816-23,26,84.5076,5,0.00039166699999999995,3467.5170000000003,22.95,0.74%,,22.503913998979684,22.663237188590568
16,DSC04578.JPG,1,534.3387423099721,1,551.3283084819245,Bm20170816-UnID3,26,85.2776,5,0.00039166699999999995,3270.3590000000004,21.85,0.74%,,20.914616432148694,21.579607067674925
17,DSC00429.JPG,5,164.01520838458677,5,171.075923420312,Bb18_066_001,22,82.54,5,0.00039166699999999995,1011.171,6.54,,,6.213650982574318,6.481143365454674
18,DSC09175.JPG,5,384.83365246571077,5,395.17199307920197,Bb18_063_007,12,46.75,5,0.00039166699999999995,2318.574,8.49,,,8.25758264178919,8.47941797621976
19,DSC09070.JPG,5,232.81530629264006,5,240.6864982665036,Bb18_063_004-45,10,77.5,5,0.00039166699999999995,3094.603,8.62,,,8.281547606429598,8.561536289686366
20,DSC09056.JPG,5,253.39861895422447,5,266.99433554636215,Bb18_063_003,10,77.95,5,0.00039166699999999995,1566.7020000000002,9.57,,,9.066060941684944,9.552486620241872
21,DSC09026.JPG,5,234.19859193313738,5,238.31674502753074,Bb18_063_002,10,74.0,5,0.00039166699999999995,1403.963,8.14,,,7.954525351282069,8.094397896712081
22,DSC09223.JPG,5,312.0560672634285,5,332.3400263435788,Bb18_063_008,12,47.95,5,0.00039166699999999995,1970.8220000000001,7.4,,,6.8678296339039315,7.314245486302509
23,DSC09219.JPG,5,378.8863868472315,5,402.08828405503493,Bb18_063_006,12,48.4,5,0.00039166699999999995,2353.4410000000003,8.92,,,8.416909046134055,8.932336005969837
24,DSC09242.JPG,5,403.7150170623509,5,407.52168198869805,Bb18_063_010,12,48.45,5,0.00039166699999999995,2389.788,9.07,,,8.977738608430032,9.06239050700765
25,DSC09233.JPG,5,376.87794759920433,5,399.2616759960168,Bb18_063_005,12,48.65,5,0.00039166699999999995,2333.053,8.89,,,8.41553715319772,8.915357052850718
26,DSC09329.JPG,5,443.39019471245194,5,459.49862975941875,Bb18_063_011,13,42.2,5,0.00039166699999999995,2680.1090000000004,8.86,,,8.588094342141853,8.900101151352716
27,DSC09289.JPG,5,526.3971833912414,5,551.5267565208788,Bb18_063_012,13,35.25,5,0.00039166699999999995,3184.54,8.79,,,8.516692146518238,8.923268862487232
28,DSC09258.JPG,5,393.0216154227254,5,413.02049708531564,Bb18_063_009,12,49.05,5,0.00039166699999999995,2402.783,9.23,,,8.848175314679583,9.298414192400854
29,DSC05019.JPG,5,344.8852346983295,3,400.0537379200627,Mn170817-43,30,65.26,5,0.00039166699999999995,2341.8779999999997,11.97,0.04%,,10.330466697849873,11.982947952377462
30,DSC04952.JPG,3,318.78180205329966,3,331.7619105351894,Mn20170817-UnID1,30,65.6,5,0.00039166699999999995,1979.213,10.17,0.04%,,9.598328989982244,9.989152276419421
31,DSC04947.JPG,5,374.25390448367705,3,382.4994201862331,Mn170817-30,30,65.68,5,0.00039166699999999995,2237.147,11.51,0.04%,,11.28230289282021,11.530873193755573
32,DSC04878.JPG,3,372.0872914905104,3,380.16034200040895,Mn20170817-UnID6,29,70.9476,5,0.00039166699999999995,2234.453,12.42,0.74%,,12.116601279984014,12.37949102757462
33,DSC04872.JPG,3,355.2041564359295,3,359.20163164440584,Mn20170817-UnID5,29,70.8376,5,0.00039166699999999995,2128.472,11.81,0.74%,,11.548887443494635,11.678858870924087
34,DSC04863.JPG,3,386.13078834046905,3,385.0127084640489,Mn20170817-UnID4,29,71.1976,5,0.00039166699999999995,2220.567,12.38,0.74%,,12.618218888799191,12.581681588377059
35,DSC04832.JPG,5,298.0433659461962,3,307.14956822473266,Mn20170817-UnID3,29,71.3976,5,0.00039166699999999995,1776.6789999999999,9.94,0.74%,,9.767003509119212,10.065417497724045
36,DSC04798.JPG,3,452.8408965337416,3,450.98436889168653,Mn20170817-UnID2,29,60.1376,5,0.00039166699999999995,2626.232,12.37,0.74%,,12.49942412286916,12.448179797165578
37,DSC04723.JPG,3,405.04070879046077,3,403.52189511150436,Mn170817-50,28,70.46,5,0.00039166699999999995,2344.279,12.94,0.04%,,13.099043492298819,13.049924956789738
38,DSC03560.JPG,3,347.38304703687584,3,364.3308617522587,Mn170815-20,19,67.18,5,0.00039166699999999995,2125.862,11.19,0.04%,,10.7114161053201,11.233995134552524
39,DSC03457.JPG,3,367.66013717768016,3,378.58404307690006,Mn170815-10,19,71.19,5,0.00039166699999999995,2190.196,12.21,0.04%,,12.013341110702362,12.370281106525518
40,DSC02464.JPG,5,328.39913429669707,3,319.47763450066657,Mn170807-50c,13,70.9854,5,0.00039166699999999995,1880.005,10.45,0.74%,This measurement is from a re-encounter on 8/11 in Flight 13,10.699643516834763,10.408970194392937
41,DSC02239.JPG,3,353.2406408603222,3,363.1387382129017,Mn170810-40,12,42.8954,5,0.00039166699999999995,2108.779,7.09,0.74%,,6.954720113633369,7.149597171315715
