,Image,detected_class,detected_pix_len,gt_class,gt_pix_len,Whale,Flight,Total Altitude,Focal length (mm),Pixel size,Pixel Length,Total Length (m),Estimated % Error,Notes,detected_len,gt_len
42,DSC02121.JPG,3,437.1392801014708,3,451.2183125738876,Mn20170810-UnID3 (S-IOS-28),11,55.5054,5,0.00039166699999999995,2613.422,11.36,0.04%,,11.136618443726563,11.495297747644862
43,DSC02093.JPG,3,367.39758440950163,3,382.26007228210216,Mn170810-42,11,56.4554,5,0.00039166699999999995,2210.797,9.78,0.74%,,9.520068127403277,9.905187418041171
44,DSC02035.JPG,3,349.0140387004777,3,362.06878430777414,Mn20170810-UnID4,11,78.2354,5,0.00039166699999999995,2088.288,12.8,0.04%,,12.532695113353931,13.001476103046592
45,DSC01963.JPG,3,295.20642126209594,3,807.5579998552437,Mn170810-30,10,40.37,5,0.00039166699999999995,4666.192,14.76,0.04%,,5.469943245486496,14.963415794824206
46,DSC01615.JPG,3,372.86589879261453,3,381.28991251853836,Mn170810-41,9,67.9954,5,0.00039166699999999995,2204.989,11.74,0.74%,,11.636716924419085,11.89962072820866
47,DSC01565.JPG,5,244.2068433443476,3,249.39516729180224,Mn20170810-UnID2 (S-IOS-25),9,67.8554,5,0.00039166699999999995,1456.879,7.74,0.74%,,7.605723199315619,7.767311446689498
48,DSC01506.JPG,3,335.2697304135017,3,331.0796807148446,Mn20170810-UnID1 (S-IOS-23),9,68.0054,5,0.00039166699999999995,1910.029,10.17,0.74%,,10.464922479152492,10.334136603475129
49,DSC01317.JPG,5,346.5557043587579,3,477.93911540526835,Mn170809-51,8,48.6854,5,0.00039166699999999995,2765.659,10.55,0.74%,,7.744084180376499,10.679959083753984
50,DSC01123.JPG,3,361.06909835783625,3,371.03496202723244,Mn170809-44,7,74.8154,5,0.00039166699999999995,2139.5370000000003,12.54,0.74%,,12.39879828653673,12.741017363023609
51,DSC01082.JPG,3,350.24255327786216,3,358.2371841327399,Mn170809-43,6,62.1454,5,0.00039166699999999995,2090.291,10.18,0.74%,,9.990245687996323,10.218282874447798
52,DSC00948.JPG,5,219.18691951441943,3,221.2283003820259,Mn170809-41,5,84.51,5,0.00039166699999999995,1306.139,8.65,0.04%,,8.5019981410464,8.581180860434978
53,DSC00833.JPG,3,338.3532320141262,3,335.1862694321806,Mn170808-42,4,51.22,5,0.00039166699999999995,1973.671,7.92,0.04%,,7.954413698974495,7.879960943207952
54,DSC00660.JPG,5,232.82115833900394,3,286.0573373603181,Mn170807-40,3,79.277,5,0.00039166699999999995,1681.146,10.44,0.74%,,8.471648416676327,10.408749816451722
55,DSC00566.JPG,5,320.99046881632967,3,333.5429131094528,Mn20170807-UnID1,2,76.53699999999999,5,0.00039166699999999995,1955.781,11.73,0.74%,,11.276175935159035,11.717134729940353
56,DSC00477.JPG,3,340.9705496286142,3,345.25061581315884,Mn170807-41,2,76.97,5,0.00039166699999999995,2015.8370000000002,12.15,0.04%,,12.045827152452214,12.197033576339074
